own,type,num,tel,city,district
(주)중앙구일일,특수구급차,79누9446,051-246-0911,부산,서구
(주)중앙구일일,특수구급차,74모6181,051-246-0911,부산,서구
(주)중앙구일일,특수구급차,78어3601,051-246-0911,부산,서구
(주)중앙구일일,특수구급차,78어3951,051-246-0911,부산,서구
(주)중앙구일일,특수구급차,70더5128,051-246-0911,부산,서구
(주)골든타임응급환자이송센터,특수구급차,78부3760,053-426-1190,대구,남구
(주)골든타임응급환자이송센터,특수구급차,79너1905,053-426-1190,대구,남구
(주)골든타임응급환자이송센터,특수구급차,73서9721,053-426-1190,대구,남구
(주)골든타임응급환자이송센터,특수구급차,77구4284,053-426-1190,대구,남구
(주)골든타임응급환자이송센터,특수구급차,78구4661,053-426-1190,대구,남구
(주)골든타임응급환자이송센터,특수구급차,78버7550,053-426-1190,대구,남구
(주)골든타임응급환자이송센터,특수구급차,78버7548,053-426-1190,대구,남구
(주)대구브이아이피응급환자이송센터,일반구급차,74무9113,053-621-0119,대구,남구
(주)대구브이아이피응급환자이송센터,특수구급차,78어2888,053-621-0119,대구,남구
(주)대구브이아이피응급환자이송센터,특수구급차,78어2825,053-621-0119,대구,남구
(주)대구브이아이피응급환자이송센터,특수구급차,79루9221,053-621-0119,대구,남구
(주)대구브이아이피응급환자이송센터,특수구급차,79루9203,053-621-0119,대구,남구
(주)대구브이아이피응급환자이송센터,특수구급차,79루9266,053-621-0119,대구,남구
(주)대구응급환자이송센터,특수구급차,70가7619,053-624-0129,대구,남구
(주)대구응급환자이송센터,특수구급차,71도9996,053-624-0129,대구,남구
(주)대구응급환자이송센터,특수구급차,72조2824,053-624-0129,대구,남구
(주)대구응급환자이송센터,특수구급차,78구3712,053-624-0129,대구,남구
(주)대구응급환자이송센터,특수구급차,72우2029,053-624-0129,대구,남구
(주)대구응급환자이송센터,특수구급차,76무9490,053-624-0129,대구,남구
(주)대구응급환자이송센터,특수구급차,71나9703,053-624-0129,대구,남구
(주)대구911응급환자이송센터,특수구급차,72보1414,053-283-0911,대구,달서구
(주)대구911응급환자이송센터,특수구급차,75주4065,053-283-0911,대구,달서구
(주)대구911응급환자이송센터,특수구급차,73무4642,053-283-0911,대구,달서구
(주)대구911응급환자이송센터,특수구급차,75마8004,053-283-0911,대구,달서구
(주)대구911응급환자이송센터,특수구급차,73버2589,053-283-0911,대구,달서구
(주)대구EMS,특수구급차,71노4859,053-627-9999,대구,달서구
(주)대구EMS,특수구급차,73머5934,053-627-9999,대구,달서구
(주)대구EMS,특수구급차,71노4745,053-627-9999,대구,달서구
(주)대구EMS,특수구급차,76무9328,053-627-9999,대구,달서구
(주)대구EMS,특수구급차,77구4244,053-627-9999,대구,달서구
(주)대구EMS,특수구급차,72노0909,053-627-9999,대구,달서구
(주)메디칼응급환자이송단,특수구급차,74노6093,053-423-0119,대구,중구
(주)메디칼응급환자이송단,특수구급차,71보2999,053-423-0119,대구,중구
(주)메디칼응급환자이송단,특수구급차,79너1903,053-423-0119,대구,중구
(주)메디칼응급환자이송단,특수구급차,73가0738,053-423-0119,대구,중구
(주)메디칼응급환자이송단,특수구급차,78구3938,053-423-0119,대구,중구
(주)129응급환자이송단,특수구급차,73누8298,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,73누8297,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,73누8535,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,73누7694,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,73누7681,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,73누7981,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,73누8296,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,73누5499,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,76무7783,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,76무7713,032-464-9111,인천,남동구
(주)129응급환자이송단,특수구급차,76무7752,032-464-9111,인천,남동구
인천911주식회사,특수구급차,75부9991,032-777-3119,인천,동구
인천911주식회사,특수구급차,79오6056,032-777-3119,인천,동구
인천911주식회사,특수구급차,79오6040,032-777-3119,인천,동구
인천911주식회사,특수구급차,72가3845,032-777-3119,인천,동구
인천911주식회사,특수구급차,72가3842,032-777-3119,인천,동구
인천911주식회사,특수구급차,72가3844,032-777-3119,인천,동구
인천911주식회사,일반구급차,70호8761,032-777-3119,인천,동구
인천911주식회사,일반구급차,70로8761,032-777-3119,인천,동구
인천911주식회사,특수구급차,70머5421,032-777-3119,인천,동구
(주)월드119구급대,특수구급차,78어7424,032-522-1190,인천,부평구
(주)월드119구급대,특수구급차,78어7984,032-522-1190,인천,부평구
(주)월드119구급대,특수구급차,74누2448,032-522-1190,인천,부평구
(주)월드119구급대,특수구급차,79너9482,032-522-1190,인천,부평구
(주)월드119구급대,특수구급차,72러4681,032-522-1190,인천,부평구
(주)월드119구급대,특수구급차,70부5372,032-522-1190,인천,부평구
(주)911응급환자이송단,특수구급차,75누7270,032-584-7500,인천,서구
(주)911응급환자이송단,특수구급차,75누7273,032-584-7500,인천,서구
(주)911응급환자이송단,특수구급차,75누7233,032-584-7500,인천,서구
(주)911응급환자이송단,특수구급차,75누7297,032-584-7500,인천,서구
(주)911응급환자이송단,특수구급차,75누7278,032-584-7500,인천,서구
(유)프로응급환자이송센터,특수구급차,72보1211,062-681-1190,광주,남구
(유)프로응급환자이송센터,특수구급차,71거3030,062-681-1190,광주,남구
(유)프로응급환자이송센터,특수구급차,75무2016,062-681-1190,광주,남구
(유)프로응급환자이송센터,특수구급차,75무2015,062-681-1190,광주,남구
(유)프로응급환자이송센터,특수구급차,75무2014,062-681-1190,광주,남구
광주응급환자이송단,특수구급차,79너1691,062-223-5129,광주,동구
광주응급환자이송단,특수구급차,72보1373,062-223-5129,광주,동구
광주응급환자이송단,특수구급차,76무9155,062-223-5129,광주,동구
광주응급환자이송단,특수구급차,77오4573,062-223-5129,광주,동구
광주응급환자이송단,특수구급차,70로8837,062-223-5129,광주,동구
메디칼이송단,특수구급차,79조6225,062-234-9575,광주,동구
메디칼이송단,특수구급차,75거2256,062-234-9575,광주,동구
메디칼이송단,특수구급차,71노9455,062-234-9575,광주,동구
메디칼이송단,특수구급차,71도2592,062-234-9575,광주,동구
메디칼이송단,특수구급차,71도2663,062-234-9575,광주,동구
팀코리아이엠에스(주),특수구급차,73거7884,062-223-9110,광주,동구
팀코리아이엠에스(주),특수구급차,73거7882,062-223-9110,광주,동구
팀코리아이엠에스(주),특수구급차,73거7883,062-223-9110,광주,동구
팀코리아이엠에스(주),특수구급차,73거7885,062-223-9110,광주,동구
팀코리아이엠에스(주),특수구급차,73거7881,062-223-9110,광주,동구
(유)한국에스오에스구급센터,특수구급차,79조6346,062-367-7777,광주,서구
(유)한국에스오에스구급센터,특수구급차,79조6345,062-367-7777,광주,서구
(유)한국에스오에스구급센터,특수구급차,79조6449,062-367-7777,광주,서구
(유)한국에스오에스구급센터,특수구급차,79조6244,062-367-7777,광주,서구
(유)한국에스오에스구급센터,특수구급차,75무7689,062-367-7777,광주,서구
(주)129환자이송단,특수구급차,73거8851,042-221-0129,대전,중구
(주)129환자이송단,특수구급차,78부3215,042-221-0129,대전,중구
(주)129환자이송단,특수구급차,72나2024,042-221-0129,대전,중구
(주)129환자이송단,특수구급차,75다9192,042-221-0129,대전,중구
(주)129환자이송단,특수구급차,72보9620,042-221-0129,대전,중구
(주)129환자이송단,특수구급차,71너9921,042-221-0129,대전,중구
(주)129환자이송단,특수구급차,71라0329,042-221-0129,대전,중구
(주)현대응급이송센타,특수구급차,75누5552,052-261-4911,울산,남구
(주)현대응급이송센타,특수구급차,77오4927,052-261-4911,울산,남구
(주)현대응급이송센타,특수구급차,77오4779,052-261-4911,울산,남구
(주)현대응급이송센타,일반구급차,76어8069,052-261-4911,울산,남구
(주)현대응급이송센타,특수구급차,71주8080,052-261-4911,울산,남구
(주)현대응급이송센타,특수구급차,76모5644,052-261-4911,울산,남구
(주)현대응급이송센타,일반구급차,76누5602,052-261-4911,울산,남구
(주)현대응급이송센타,특수구급차,77너0581,052-261-4911,울산,남구
(주)현대응급이송센타,일반구급차,74서2429,052-261-4911,울산,남구
(주)울산응급환자이송단,특수구급차,75주2851,052-252-0000,울산,중구
(주)울산응급환자이송단,일반구급차,74우7791,052-252-0000,울산,중구
(주)울산응급환자이송단,특수구급차,76누5688,052-252-0000,울산,중구
(주)울산응급환자이송단,특수구급차,73다9021,052-252-0000,울산,중구
(주)울산응급환자이송단,특수구급차,71주8259,052-252-0000,울산,중구
(주)울산응급환자이송단,특수구급차,75무1270,052-252-0000,울산,중구
(주)중앙응급환자이송단,일반구급차,79두2504,052-293-1339,울산,중구
(주)중앙응급환자이송단,특수구급차,75주4036,052-293-1339,울산,중구
(주)중앙응급환자이송단,일반구급차,78서1742,052-293-1339,울산,중구
(주)중앙응급환자이송단,특수구급차,70두7541,052-293-1339,울산,중구
(주)중앙응급환자이송단,특수구급차,78러6368,052-293-1339,울산,중구
(주)중앙응급환자이송단,특수구급차,76무9079,052-293-1339,울산,중구
(주)중앙응급환자이송단,특수구급차,77오4751,052-293-1339,울산,중구
(유)충남129환자이송센터,특수구급차,71도8151,044-866-0129,세종,세종시
(유)충남129환자이송센터,특수구급차,77더3764,044-866-0129,세종,세종시
(유)충남129환자이송센터,특수구급차,76루4763,044-866-0129,세종,세종시
(유)충남129환자이송센터,특수구급차,76루4772,044-866-0129,세종,세종시
(유)충남129환자이송센터,특수구급차,74서2428,044-866-0129,세종,세종시
(주)비사벌메디칼,특수구급차,71더7740,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,72보1254,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,78나5229,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,78구3732,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,76무9206,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,72가3712,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,일반구급차,71마3579,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,71거2888,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,78구3833,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,72서6609,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,76모7369,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,71누9318,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,79소3006,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,78구3816,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,74주9079,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,특수구급차,73고0584,031-978-9119,경기,고양시 덕양구
(주)비사벌메디칼,일반구급차,74주9032,031-978-9119,경기,고양시 덕양구
(주)우리구급센터,특수구급차,72가3536,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,72가3551,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,77도9324,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,72나5506,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,71더7524,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,71마9112,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,71러5444,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,77라5674,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,73조9279,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,72가3649,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,73조9426,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,73조9478,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,78구3625,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,73조9398,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,72가3752,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,72러4649,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,73조9257,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,72가3866,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,76보3408,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,76모7334,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,특수구급차,74주9031,031-922-2229,경기,고양시 덕양구
(주)우리구급센터,일반구급차,74주9063,031-922-2229,경기,고양시 덕양구
(주)이피티,특수구급차,79보6869,031-975-1339,경기,고양시 일산동구
(주)이피티,특수구급차,73고2247,031-975-1339,경기,고양시 일산동구
(주)이피티,특수구급차,78구3931,031-975-1339,경기,고양시 일산동구
(주)이피티,특수구급차,78구3913,031-975-1339,경기,고양시 일산동구
(주)이피티,특수구급차,78구3922,031-975-1339,경기,고양시 일산동구
(주)일산구급센터,특수구급차,71거7618,1855-1399,경기,고양시 일산동구
(주)일산구급센터,특수구급차,76모7342,1855-1399,경기,고양시 일산동구
(주)일산구급센터,특수구급차,73고0535,1855-1399,경기,고양시 일산동구
(주)일산구급센터,특수구급차,76모7343,1855-1399,경기,고양시 일산동구
(주)일산구급센터,특수구급차,76모7344,1855-1399,경기,고양시 일산동구
(주)일산구급센터,일반구급차,75두7481,1855-1399,경기,고양시 일산동구
(주)일산구급센터,일반구급차,78구3961,1855-1399,경기,고양시 일산동구
(주)일산구급센터,일반구급차,79오4355,1855-1399,경기,고양시 일산동구
(주)일산구급센터,일반구급차,78구3970,1855-1399,경기,고양시 일산동구
(주)건국환자이송센터,일반구급차,73어9910,031-444-4129,경기,군포시
(주)건국환자이송센터,특수구급차,71소7148,031-444-4129,경기,군포시
(주)건국환자이송센터,특수구급차,73다5917,031-444-4129,경기,군포시
(주)건국환자이송센터,특수구급차,77두9942,031-444-4129,경기,군포시
(주)건국환자이송센터,특수구급차,74다6233,031-444-4129,경기,군포시
(주)건국환자이송센터,특수구급차,73거8577,031-444-4129,경기,군포시
프로응급환자이송센터(주),특수구급차,79더7861,031-559-0129,경기,남양주시
프로응급환자이송센터(주),특수구급차,78구3765,031-559-0129,경기,남양주시
프로응급환자이송센터(주),특수구급차,78구3888,031-559-0129,경기,남양주시
프로응급환자이송센터(주),특수구급차,78구3809,031-559-0129,경기,남양주시
프로응급환자이송센터(주),특수구급차,71도5982,031-559-0129,경기,남양주시
(주)EMS 보람,특수구급차,74너6165,031-866-4119,경기,동두천시
(주)EMS 보람,특수구급차,77고8908,031-866-4119,경기,동두천시
(주)EMS 보람,특수구급차,74너6129,031-866-4119,경기,동두천시
(주)EMS 보람,특수구급차,71더1984,031-866-4119,경기,동두천시
(주)EMS 보람,특수구급차,71더1961,031-866-4119,경기,동두천시
경기구급센터,특수구급차,77서7392,032-664-5129,경기,부천시
경기구급센터,특수구급차,78마1063,032-664-5129,경기,부천시
경기구급센터,일반구급차,79가7224,032-664-5129,경기,부천시
경기구급센터,일반구급차,77더3854,032-664-5129,경기,부천시
경기구급센터,특수구급차,73마7658,032-664-5129,경기,부천시
경기구급센터,특수구급차,75보4552,032-664-5129,경기,부천시
경기구급센터,특수구급차,77두6418,032-664-5129,경기,부천시
경기구급센터,특수구급차,71도5829,032-664-5129,경기,부천시
경기구급센터,특수구급차,72더7450,032-664-5129,경기,부천시
경기구급센터,특수구급차,72가3864,032-664-5129,경기,부천시
경기구급센터,특수구급차,71가4878,032-664-5129,경기,부천시
경기구급센터,일반구급차,73버0246,032-664-5129,경기,부천시
경기구급센터,특수구급차,74가0677,032-664-5129,경기,부천시
주식회사에스오에스,일반구급차,75더4561,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,71누9251,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,79너1707,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,71저6991,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,72로3425,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,71보1168,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,75보5551,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,71조4124,1566-0129,경기,성남시 분당구
주식회사에스오에스,특수구급차,72로3112,1566-0129,경기,성남시 분당구
주식회사 이엠에스프로,특수구급차,70두7905,031-757-1475,경기,성남시 중원구
주식회사 이엠에스프로,특수구급차,71더2654,031-757-1475,경기,성남시 중원구
주식회사 이엠에스프로,특수구급차,70두7907,031-757-1475,경기,성남시 중원구
주식회사 이엠에스프로,특수구급차,70두7901,031-757-1475,경기,성남시 중원구
주식회사 이엠에스프로,특수구급차,70두7908,031-757-1475,경기,성남시 중원구
주식회사 이엠에스프로,특수구급차,70두7903,031-757-1475,경기,성남시 중원구
㈜하나이엠에스,특수구급차,71나5939,031-267-1339,경기,수원시 영통구
㈜하나이엠에스,특수구급차,71더7720,031-267-1339,경기,수원시 영통구
㈜하나이엠에스,특수구급차,71더7596,031-267-1339,경기,수원시 영통구
㈜하나이엠에스,특수구급차,71누9382,031-267-1339,경기,수원시 영통구
㈜하나이엠에스,특수구급차,73어8444,031-267-1339,경기,수원시 영통구
㈜하나이엠에스,특수구급차,71누9344,031-267-1339,경기,수원시 영통구
㈜하나이엠에스,특수구급차,78거1717,031-267-1339,경기,수원시 영통구
㈜하나이엠에스,특수구급차,76노0775,031-267-1339,경기,수원시 영통구
(주)경기이엠에스,일반구급차,70두7945,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,특수구급차,70두7695,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,일반구급차,75누5841,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,특수구급차,77더3867,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,특수구급차,77서9530,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,특수구급차,74서2201,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,일반구급차,78구3670,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,특수구급차,76무9329,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,특수구급차,77서7424,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,일반구급차,74서2481,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,특수구급차,71두0139,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,일반구급차,78거1722,031-244-1339,경기,수원시 팔달구
(주)경기이엠에스,일반구급차,71마3800,031-244-1339,경기,수원시 팔달구
네오에쓰앤씨(주),특수구급차,70소8910,1566-5129,경기,시흥시
네오에쓰앤씨(주),특수구급차,76다9912,1566-5129,경기,시흥시
네오에쓰앤씨(주),일반구급차,70버6995,1566-5129,경기,시흥시
네오에쓰앤씨(주),특수구급차,76나1914,1566-5129,경기,시흥시
네오에쓰앤씨(주),특수구급차,76나1734,1566-5129,경기,시흥시
네오에쓰앤씨(주),특수구급차,70버6942,1566-5129,경기,시흥시
네오에쓰앤씨(주),특수구급차,78누4689,1566-5129,경기,시흥시
네오에쓰앤씨(주),특수구급차,76나1940,1566-5129,경기,시흥시
네오에쓰앤씨(주),특수구급차,76나1433,1566-5129,경기,시흥시
(주)이엠에스탑,특수구급차,72가3691,031-438-0119,경기,안산시 상록구
(주)이엠에스탑,특수구급차,76무9327,031-438-0119,경기,안산시 상록구
(주)이엠에스탑,특수구급차,76보7575,031-438-0119,경기,안산시 상록구
(주)이엠에스탑,특수구급차,76보7750,031-438-0119,경기,안산시 상록구
(주)이엠에스탑,특수구급차,76보7799,031-438-0119,경기,안산시 상록구
(주)이엠에스탑,특수구급차,76보7755,031-438-0119,경기,안산시 상록구
(주)중앙129,특수구급차,71더7905,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,70두7675,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,75누5647,1522-1129,경기,안산시 상록구
(주)중앙129,일반구급차,70로8780,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,76무9482,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,71고4809,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,76무9282,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,70로8995,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,70로8849,1522-1129,경기,안산시 상록구
(주)중앙129,특수구급차,76보7701,1522-1129,경기,안산시 상록구
(주)케이비이구급센터,특수구급차,79너1609,031-886-1339,경기,여주시
(주)케이비이구급센터,일반구급차,70가8330,031-886-1339,경기,여주시
(주)케이비이구급센터,특수구급차,79너1547,031-886-1339,경기,여주시
(주)케이비이구급센터,일반구급차,71저6972,031-886-1339,경기,여주시
(주)케이비이구급센터,일반구급차,74로9972,031-886-1339,경기,여주시
(주)케이비이구급센터,특수구급차,79너1665,031-886-1339,경기,여주시
(주)케이비이구급센터,특수구급차,75주4090,031-886-1339,경기,여주시
(주)케이비이구급센터,특수구급차,75주4029,031-886-1339,경기,여주시
(주)케이비이구급센터,특수구급차,74서4673,031-886-1339,경기,여주시
(주)돌핀응급환자이송단,특수구급차,74도9985,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,72주2976,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,79너1605,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,71누9231,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,72오8986,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,일반구급차,71서1477,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,76수0528,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,72오8944,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,72오8969,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,74루3998,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,79구9495,1566-3605,경기,용인시 기흥구
(주)돌핀응급환자이송단,특수구급차,73러9449,1566-3605,경기,용인시 기흥구
주식회사365구급대,특수구급차,72러3520,031-286-0365,경기,용인시 기흥구
주식회사365구급대,특수구급차,72러3510,031-286-0365,경기,용인시 기흥구
주식회사365구급대,특수구급차,72러3530,031-286-0365,경기,용인시 기흥구
주식회사365구급대,특수구급차,72러3570,031-286-0365,경기,용인시 기흥구
주식회사365구급대,특수구급차,72러3529,031-286-0365,경기,용인시 기흥구
(주)129한국이엠에스,특수구급차,73어8447,031-338-1339,경기,용인시 처인구
(주)129한국이엠에스,특수구급차,76무9386,031-338-1339,경기,용인시 처인구
(주)129한국이엠에스,특수구급차,72러3501,031-338-1339,경기,용인시 처인구
(주)129한국이엠에스,특수구급차,73어8432,031-338-1339,경기,용인시 처인구
(주)129한국이엠에스,일반구급차,75로3922,031-338-1339,경기,용인시 처인구
(주)129한국이엠에스,특수구급차,79조4899,031-338-1339,경기,용인시 처인구
(주)129한국이엠에스,특수구급차,71조7989,031-338-1339,경기,용인시 처인구
(주)129한국이엠에스,특수구급차,70더8366,031-338-1339,경기,용인시 처인구
㈜구일일인명구급대,특수구급차,70두7855,031-682-1339,경기,평택시
㈜구일일인명구급대,일반구급차,72보1256,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,71더7712,031-682-1339,경기,평택시
㈜구일일인명구급대,일반구급차,79너1648,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,70두7783,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,70두7758,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,70두7708,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,73주8165,031-682-1339,경기,평택시
㈜구일일인명구급대,일반구급차,75누5547,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,71누9426,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,75마2126,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,73조9211,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,76무9395,031-682-1339,경기,평택시
㈜구일일인명구급대,특수구급차,75누4819,031-682-1339,경기,평택시
(주)129구급대,일반구급차,71거7701,031-531-0129,경기,포천시
(주)129구급대,특수구급차,71노9005,031-531-0129,경기,포천시
(주)129구급대,일반구급차,79러7466,031-531-0129,경기,포천시
(주)129구급대,특수구급차,70조8996,031-531-0129,경기,포천시
(주)129구급대,일반구급차,75두8030,031-531-0129,경기,포천시
(주)129구급대,일반구급차,79보2939,031-531-0129,경기,포천시
(주)129구급대,특수구급차,72라7406,031-531-0129,경기,포천시
(주)129구급대,특수구급차,76누2068,031-531-0129,경기,포천시
(주)129구급대,일반구급차,77로9904,031-531-0129,경기,포천시
(주)129구급대,특수구급차,73우0949,031-531-0129,경기,포천시
(주)129구급대,일반구급차,76무9047,031-531-0129,경기,포천시
(주)129구급대,특수구급차,72버9028,031-531-0129,경기,포천시
(주)129구급대,특수구급차,78구3948,031-531-0129,경기,포천시
(주)AMS코리아,특수구급차,77고8888,1644-3912,경기,포천시
(주)AMS코리아,특수구급차,77고8983,1644-3912,경기,포천시
(주)AMS코리아,특수구급차,77고8668,1644-3912,경기,포천시
(주)AMS코리아,특수구급차,71누9461,1644-3912,경기,포천시
(주)AMS코리아,특수구급차,74너6401,1644-3912,경기,포천시
(주)한국1339,특수구급차,75누5971,033-735-5119,강원,원주시
(주)한국1339,특수구급차,79두5385,033-735-5119,강원,원주시
(주)한국1339,일반구급차,79러1860,033-735-5119,강원,원주시
(주)한국1339,일반구급차,75보5306,033-735-5119,강원,원주시
(주)한국1339,일반구급차,77거2927,033-735-5119,강원,원주시
(주)한국1339,특수구급차,75보5376,033-735-5119,강원,원주시
(주)한국1339,특수구급차,74너4554,033-735-5119,강원,원주시
(주)한국1339,특수구급차,74너4613,033-735-5119,강원,원주시
(주)한국1339,특수구급차,74너4581,033-735-5119,강원,원주시
(주)한국1339,특수구급차,77오4601,033-735-5119,강원,원주시
(주)한국1339,특수구급차,70두7581,033-735-5119,강원,원주시
(주)바른인명구조단,일반구급차,77어2834,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,72보1212,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,71더7532,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,75보9747,033-253-0129,강원,춘천시
(주)바른인명구조단,일반구급차,75보2309,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,70우5114,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,71노4832,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,78구3679,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,79모9214,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,76다1208,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,78마1872,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,79모9344,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,75누7829,033-253-0129,강원,춘천시
(주)바른인명구조단,일반구급차,78머7604,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,76다1248,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,71도3052,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,78구3956,033-253-0129,강원,춘천시
(주)바른인명구조단,특수구급차,79모9404,033-253-0129,강원,춘천시
(주)강원129이송단,특수구급차,70거8604,033-553-9129,강원,태백시
(주)강원129이송단,특수구급차,71부4750,033-553-9129,강원,태백시
(주)강원129이송단,특수구급차,73저3351,033-553-9129,강원,태백시
